order_id,customer_id,province,amount,status,order_date
1,232,HaiPhong,4282476.0,shipping,2025-09-18
2,98,HoChiMinh,515911.0,Shipping,2025-04-06
3,156,HoChiMinh,2997411.0,Pending,2025-01-22
4,203,CanTho,4166923.0,Completed,2025-01-08
5,33,HaNoi,N/A,PENDING,2025-05-04
6,399,CanTho,2619664.0,cancelled,2025-04-11
7,328,DaNang,2313783.0,SHIPPING,31/02/2025
8,143,CanTho,1610622.0,Pending,2025-05-11
9,118,HaiPhong,2837554.0,CANCELLED,2025-02-05
10,56,CanTho,380791.0,pending,2025-07-17
11,9,NgheAn,4638859.0,PENDING,2025-04-18
12,27,,-381873,Shipping,2025-07-23
13,290,NgheAn,1717620.0,Completed,
14,160,DaNang,716253.0,pending,2025-03-02
15,362,HaNoi,3995256.0,PENDING,2025-08-27
16,91,NgheAn,993888.0,completed,2025-09-18
17,375,HoChiMinh,626715.0,Shipping,2025-07-16
18,216,HoChiMinh,4989623.0,pending,2025-06-05
19,11,HoChiMinh,546647.0,completed,2025-10-23
20,75,HoChiMinh,,shipping,2025-01-05
21,169,DaNang,496080.0,SHIPPING,2025-02-08
22,299,NgheAn,1889935.0,COMPLETED,2025-07-08
23,233,HoChiMinh,4339302.0,Shipping,2025-03-11
24,94,NgheAn,4098120.0,completed,2025-04-27
25,128,NgheAn,1023119.0,COMPLETED,2025-10-11
26,487,CanTho,2136213.0,Shipping,2025-02-10
27,54,HaNoi,1230116.0,Pending,2025-05-11
28,361,CanTho,1502505.0,cancelled,31/02/2025
29,90,NgheAn,,PENDING,2025-04-27
30,335,HaiPhong,4590933.0,pending,2025-04-19
31,105,NgheAn,2086561.0,PENDING,2025-05-18
32,128,HaNoi,1875488.0,PENDING,2025-05-25
33,293,HoChiMinh,4460154.0,pending,2025-03-12
34,170,NgheAn,4621757.0,completed,2025-01-18
35,244,DaNang,3011945.0,CANCELLED,2025-01-11
36,39,CanTho,1628577.0,Pending,2025-06-09
37,38,HaNoi,3698177.0,Shipping,2025-07-08
38,461,NgheAn,470388.0,completed,2025-06-30
39,243,HaNoi,2885397.0,SHIPPING,2025-09-13
40,320,NgheAn,111614.0,shipping,2025-10-26
41,37,HaNoi,4966945.0,Pending,2025-03-01
42,451,CanTho,-383100,cancelled,2025-10-25
43,237,HaiPhong,197460.0,Pending,2025-09-21
44,308,HaNoi,4789109.0,SHIPPING,2025-04-28
45,58,CanTho,1871359.0,shipping,2025-01-06
46,74,NgheAn,3781168.0,Completed,2025-03-28
47,176,NgheAn,1668455.0,shipping,2025-05-04
48,341,DaNang,4028383.0,Completed,2025-08-09
49,387,HoChiMinh,2936381.0,completed,2025-04-23
50,163,HoChiMinh,1786188.0,COMPLETED,2025-09-12
51,459,HaNoi,608505.0,pending,2025-03-28
52,242,,3147381.0,completed,2025-07-15
53,253,NgheAn,1635714.0,Cancelled,2025-08-20
54,425,HaNoi,3407361.0,Cancelled,2025-01-22
55,144,HaiPhong,144614.0,cancelled,
56,70,CanTho,3857605.0,SHIPPING,2025-01-13
57,137,HoChiMinh,2260080.0,COMPLETED,2025-03-01
58,323,HaiPhong,1036740.0,CANCELLED,2025-04-12
59,244,DaNang,3787502.0,Completed,2025-01-06
60,274,NgheAn,1398157.0,PENDING,2025-04-26
61,178,HaiPhong,481688.0,completed,2025-04-25
62,478,NgheAn,2295004.0,SHIPPING,2025-08-19
63,321,HaNoi,3280735.0,Shipping,2025-10-19
64,258,DaNang,539875.0,shipping,2025-13-40
65,444,NgheAn,4504919.0,PENDING,2025-05-05
66,45,DaNang,1775110.0,CANCELLED,2025-01-09
67,43,HaNoi,2136014.0,shipping,2025-10-09
68,141,CanTho,2173225.0,PENDING,2025-02-02
69,18,HoChiMinh,2379282.0,Cancelled,2025-03-13
70,265,NgheAn,4748314.0,shipping,2025-10-24
71,45,HoChiMinh,1486340.0,Shipping,2025-10-14
72,374,HaiPhong,-161322,Completed,2025-09-21
73,287,DaNang,4776184.0,Cancelled,2025-07-15
74,446,HaiPhong,-432900,completed,2025-03-14
75,269,DaNang,2702723.0,SHIPPING,2025-07-30
76,258,HaNoi,4848554.0,SHIPPING,2025-10-03
77,265,CanTho,3470384.0,pending,2025-02-17
78,34,HaiPhong,1382608.0,shipping,2025-07-26
79,243,CanTho,4509429.0,completed,2025-08-11
80,480,CanTho,2126719.0,CANCELLED,2025-04-09
81,16,DaNang,226343.0,Completed,2025-01-12
82,80,HoChiMinh,1644307.0,Pending,2025-05-26
83,182,HoChiMinh,3667924.0,SHIPPING,2025-09-13
84,63,HaiPhong,-446767,Cancelled,2025-04-12
85,450,CanTho,4134640.0,pending,2025-07-31
86,316,HoChiMinh,3210412.0,Completed,2025-10-01
87,272,HoChiMinh,4518254.0,COMPLETED,2025-06-27
88,162,HaiPhong,3902657.0,CANCELLED,2025-04-22
89,100,HaNoi,3646554.0,COMPLETED,2025-03-09
90,133,CanTho,2739220.0,pending,2025-08-04
91,361,HoChiMinh,525481.0,completed,2025-01-10
92,292,NgheAn,,cancelled,2025-03-01
93,325,DaNang,575558.0,COMPLETED,2025-09-04
94,20,HaiPhong,963455.0,SHIPPING,2025-04-08
95,105,HoChiMinh,2919905.0,completed,2025-02-18
